gs1_ai_number,gs1_ai_regex,gs1_ai_format,gs1_ai_format_terms,gs1_ai_format_length_varies,gs1_ai_format_length_total_with_ai_and_fnc1,gs1_ai_format_length_min,gs1_ai_format_length_max,gs1_ai_term1_format,gs1_ai_term1_length_fixed,gs1_ai_term2_format,gs1_ai_term2_datatype,gs1_ai_term2_length_fixed,gs1_ai_term2_length_variable,gs1_ai_term3_format,gs1_ai_term3_datatype,gs1_ai_term3_length_fixed,gs1_ai_term3_length_variable,gs1_ai_FNC1_required,gs1_ai_description,gs1_ai_name,gs1_ai_note,gs1_ai_url
3692,^3692(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, cubic yards","VOLUME (yd^3), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3692?lang=en
3693,^3693(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, cubic yards","VOLUME (yd^3), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3693?lang=en
3694,^3694(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, cubic yards","VOLUME (yd^3), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3694?lang=en
3695,^3695(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Logistic volume, cubic yards","VOLUME (yd^3), log","The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3695?lang=en
3900,"^3900(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable or Coupon value, local currency",AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3900?lang=en
3901,"^3901(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable or Coupon value, local currency",AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3901?lang=en
3902,"^3902(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable or Coupon value, local currency",AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3902?lang=en
3903,"^3903(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable or Coupon value, local currency",AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3903?lang=en
3904,"^3904(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable or Coupon value, local currency",AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3904?lang=en
3905,"^3905(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable or Coupon value, local currency",AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3905?lang=en
3906,"^3906(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable or Coupon value, local currency",AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3906?lang=en
3907,"^3907(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable or Coupon value, local currency",AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3907?lang=en
3908,"^3908(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable or Coupon value, local currency",AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3908?lang=en
3909,"^3909(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable or Coupon value, local currency",AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3909?lang=en
3910,"^3910(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code,AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3910?lang=en
3911,"^3911(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code,AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3911?lang=en
3912,"^3912(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code,AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3912?lang=en
3913,"^3913(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code,AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3913?lang=en
3914,"^3914(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code,AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3914?lang=en
3915,"^3915(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code,AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3915?lang=en
3916,"^3916(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code,AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3916?lang=en
3917,"^3917(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code,AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3917?lang=en
3918,"^3918(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code,AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3918?lang=en
3919,"^3919(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code,AMOUNT,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3919?lang=en
3920,"^3920(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable, single monetary area (variable measure trade item)",PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3920?lang=en
3921,"^3921(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable, single monetary area (variable measure trade item)",PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3921?lang=en
3922,"^3922(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable, single monetary area (variable measure trade item)",PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3922?lang=en
3923,"^3923(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable, single monetary area (variable measure trade item)",PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3923?lang=en
3924,"^3924(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable, single monetary area (variable measure trade item)",PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3924?lang=en
3925,"^3925(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable, single monetary area (variable measure trade item)",PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3925?lang=en
3926,"^3926(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable, single monetary area (variable measure trade item)",PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3926?lang=en
3927,"^3927(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable, single monetary area (variable measure trade item)",PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3927?lang=en
3928,"^3928(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable, single monetary area (variable measure trade item)",PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3928?lang=en
3929,"^3929(\d{0,15})$",N4+N..15,2,TRUE,20,1,15,N4,4,N..15,N,,15,,,,,TRUE,"Applicable amount payable, single monetary area (variable measure trade item)",PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3929?lang=en
3930,"^3930(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code (variable measure trade item),PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3930?lang=en
3931,"^3931(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code (variable measure trade item),PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3931?lang=en
3932,"^3932(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code (variable measure trade item),PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3932?lang=en
3933,"^3933(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code (variable measure trade item),PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3933?lang=en
3934,"^3934(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code (variable measure trade item),PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3934?lang=en
3935,"^3935(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code (variable measure trade item),PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3935?lang=en
3936,"^3936(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code (variable measure trade item),PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3936?lang=en
3937,"^3937(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code (variable measure trade item),PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3937?lang=en
3938,"^3938(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code (variable measure trade item),PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3938?lang=en
3939,"^3939(\d{3})(\d{0,15})$",N4+N3+N..15,3,TRUE,23,4,18,N4,4,N3,N,3,,N..15,N,,15,TRUE,Applicable amount payable with ISO currency code (variable measure trade item),PRICE,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3939?lang=en
3940,^3940(\d{4})$,N4+N4,2,FALSE,9,4,4,N4,4,N4,N,4,,,,,,TRUE,Percentage discount of a coupon,PRCNT OFF,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3940?lang=en
3941,^3941(\d{4})$,N4+N4,2,FALSE,9,4,4,N4,4,N4,N,4,,,,,,TRUE,Percentage discount of a coupon,PRCNT OFF,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3941?lang=en
3942,^3942(\d{4})$,N4+N4,2,FALSE,9,4,4,N4,4,N4,N,4,,,,,,TRUE,Percentage discount of a coupon,PRCNT OFF,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3942?lang=en
3943,^3943(\d{4})$,N4+N4,2,FALSE,9,4,4,N4,4,N4,N,4,,,,,,TRUE,Percentage discount of a coupon,PRCNT OFF,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3943?lang=en
3950,"^3950(\d{0,6})$",N4+N6,2,FALSE,11,6,6,N4,4,N6,N,6,,,,,,TRUE,Amount Payable per unit of measure single monetary area (variable measure trade item),PRICE/UoM,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3950?lang=en
3951,"^3951(\d{0,6})$",N4+N6,2,FALSE,11,6,6,N4,4,N6,N,6,,,,,,TRUE,Amount Payable per unit of measure single monetary area (variable measure trade item),PRICE/UoM,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3951?lang=en
3952,"^3952(\d{0,6})$",N4+N6,2,FALSE,11,6,6,N4,4,N6,N,6,,,,,,TRUE,Amount Payable per unit of measure single monetary area (variable measure trade item),PRICE/UoM,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3952?lang=en
3953,"^3953(\d{0,6})$",N4+N6,2,FALSE,11,6,6,N4,4,N6,N,6,,,,,,TRUE,Amount Payable per unit of measure single monetary area (variable measure trade item),PRICE/UoM,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3953?lang=en
3954,"^3954(\d{0,6})$",N4+N6,2,FALSE,11,6,6,N4,4,N6,N,6,,,,,,TRUE,Amount Payable per unit of measure single monetary area (variable measure trade item),PRICE/UoM,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3954?lang=en
3955,"^3955(\d{0,6})$",N4+N6,2,FALSE,11,6,6,N4,4,N6,N,6,,,,,,TRUE,Amount Payable per unit of measure single monetary area (variable measure trade item),PRICE/UoM,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3955?lang=en
3956,"^3956(\d{0,6})$",N4+N6,2,FALSE,11,6,6,N4,4,N6,N,6,,,,,,TRUE,Amount Payable per unit of measure single monetary area (variable measure trade item),PRICE/UoM,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3956?lang=en
3957,"^3957(\d{0,6})$",N4+N6,2,FALSE,11,6,6,N4,4,N6,N,6,,,,,,TRUE,Amount Payable per unit of measure single monetary area (variable measure trade item),PRICE/UoM,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3957?lang=en
3958,"^3958(\d{0,6})$",N4+N6,2,FALSE,11,6,6,N4,4,N6,N,6,,,,,,TRUE,Amount Payable per unit of measure single monetary area (variable measure trade item),PRICE/UoM,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3958?lang=en
3959,"^3959(\d{0,6})$",N4+N6,2,FALSE,11,6,6,N4,4,N6,N,6,,,,,,TRUE,Amount Payable per unit of measure single monetary area (variable measure trade item),PRICE/UoM,"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3959?lang=en
4300,"^4300([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,35})$",N4+X..35,2,TRUE,40,1,35,N4,4,X..35,X,,35,,,,,TRUE,Ship-to / Deliver-to company name,SHIP TO COMP,,https://www.gs1.org/standards/barcodes/application-identifiers/4300?lang=en
4301,"^4301([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,35})$",N4+X..35,2,TRUE,40,1,35,N4,4,X..35,X,,35,,,,,TRUE,Ship-to / Deliver-to contact,SHIP TO NAME,,https://www.gs1.org/standards/barcodes/application-identifiers/4301?lang=en
4302,"^4302([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,70})$",N4+X..70,2,TRUE,75,1,70,N4,4,X..70,X,,70,,,,,TRUE,Ship-to / Deliver-to address line 1,SHIP TO ADD1,,https://www.gs1.org/standards/barcodes/application-identifiers/4302?lang=en
